21060210200000000000100000001	605室	210602102000000000001000000010001
23020258000000000000100000001	OT作业治疗室医生办公室	230202580000000000001000000010001
44030540100000000000000010001	厂房西典气修	440305401000000000000000100010001
32092240600000000000000000001	星童画教育	320922406000000000000000000010001
37061300200000000000100000001	1602附1	370613002000000000001000000010001
61050211700000000000100010001	105房	610502117000000000001000100010001
45020510300000000000000010001	102室	450205103000000000000000100010001
33100240300000000000000000001	川藤缝纫机	331002403000000000000000000010001
21148100400000000000100000001	602	211481004000000000001000000010001
36010300600000000000100000001	5096	360103006000000000001000000010001
43122310000000000000100010001	605室	210602102000000000001000000010001
2302025800001	OT作业治疗室医生办公室医生办公室	23020258000010001
44030540100000000000000010001	厂房厂房西典气修	440305401000000000000000100010001
3209224060001	星童画教育	320922406000000000000000000010001
33078210700000000000000000001	1602附1	370613002000000000001000000010001
61050211700000000000100010001	105房	610502117000000000001000100010001
43122310000000000000100010001	102室	450205103000000000000000100010001
3310024030001	川藤缝纫机	331002403000000000000000000010001
43122310000000000000100010001	602	211481004000000000001000000010001
3601030060001	5096	360103006000000000001000000010001
43122310000000000000100010001	605室	210602102000000000001000000010001
2302025800001	OT作业治疗室医生办公室医生办公室	23020258000010002
44030540100000000000000010001	厂房厂房西典气修	440305401000000000000000100010001
3209224060001	星童画教育	320922406000000000000000000010001
33078210700000000000000000001	1602附1	370613002000000000001000000010001
61050211700000000000100010001	105房	610502117000000000001000100010001
43122310000000000000100010001	102室	450205103000000000000000100010001
3310020060001	川藤缝纫机	331002403000000000000000000010001
43122310000000000000100010001	602	211481004000000000001000000010001
3601030060001	5096	360103006000000000001000000010001
